2022 Federal Election House of Representatives First Preferences By Candidate By Vote Type [Event:27966 Phase:FinalResults Generated:2022-07-19T10:29:59 Cycle:06578790-03c6-4cf4-b786-103cfb915abd Created:2022-07-19T10:24:10 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.9.9.0]
StateAb,DivisionID,DivisionNm,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes,Swing
NSW,131,Macarthur,36906,FREELANDER,Mike,3,Y,Y,ALP,Labor,43175,1287,174,1540,4825,51001,-1.89
NSW,131,Macarthur,36288,SICARI,Rosa Antonia,4,N,N,UAPP,United Australia Party,5393,341,25,324,519,6602,3.42
NSW,131,Macarthur,36657,KORMAN,Scott,5,N,N,LDP,Liberal Democrats,1731,137,10,125,194,2197,1.98
NSW,131,Macarthur,37579,ZAHRA,Adam,6,N,N,ON,Pauline Hanson's One Nation,7284,341,44,369,838,8876,-0.61
NSW,131,Macarthur,999,Informal,Informal,999,N,N,,Informal,7568,315,38,196,529,8646,-1.63
NSW,132,Mackellar,36268,STEELE,Barry,1,N,N,TNL,TNL,444,34,2,35,60,575,0.58
NSW,132,Mackellar,37552,DICKSON,Darren,2,N,N,ON,Pauline Hanson's One Nation,2081,106,7,138,292,2624,2.65
NSW,132,Mackellar,37450,SCAMPS,Sophie,3,Y,N,IND,Independent,31819,838,66,978,4023,37724,38.11
NSW,132,Mackellar,36821,GOODMAN,Paula,4,N,N,ALP,Labor,6258,359,18,402,1125,8162,-8.69
NSW,132,Mackellar,37164,FALINSKI,Jason,5,N,Y,LP,Liberal,33063,848,85,1281,5716,40993,-11.6
NSW,132,Mackellar,36281,BALL,Christopher Thomas,6,N,N,UAPP,United Australia Party,2419,137,9,102,214,2881,0.55
NSW,132,Mackellar,36360,HRNJAK,Ethan,7,N,N,GRN,The Greens,4654,374,22,340,642,6032,-5.39
NSW,132,Mackellar,999,Informal,Informal,999,N,N,,Informal,3276,129,9,90,380,3884,-0.93
NSW,133,Macquarie,37544,PETTITT,Tony,1,N,N,ON,Pauline Hanson's One Nation,4012,268,15,146,514,4955,5.19
NSW,133,Macquarie,36819,TEMPLEMAN,Susan,2,Y,Y,ALP,Labor,34664,762,95,885,4619,41025,4.71
NSW,133,Macquarie,36258,EVANS,Nicole,3,N,N,UAPP,United Australia Party,2267,114,9,101,283,2774,-1.09
NSW,133,Macquarie,36642,JACKSON,James,4,N,N,LDP,Liberal Democrats,1006,78,7,55,126,1272,1.33
NSW,133,Macquarie,36397,KEIGHTLEY,Greg,5,N,N,AJP,Animal Justice Party,1627,84,5,51,246,2013,-1.61
NSW,133,Macquarie,36333,HICKEY,Tony,6,N,N,GRN,The Greens,7522,347,21,344,881,9115,0.4
NSW,133,Macquarie,36840,PALMER,Michelle,7,N,N,IMO,Informed Medical Options Party,1079,42,3,32,162,1318,1.38
NSW,133,Macquarie,37170,RICHARDS,Sarah,8,N,N,LP,Liberal,27660,675,57,739,3849,32980,-10.3
NSW,133,Macquarie,999,Informal,Informal,999,N,N,,Informal,4391,216,10,132,346,5095,0.79
NSW,315,McMahon,36815,BOWEN,Chris,1,Y,Y,ALP,Labor,33135,1552,183,1053,4734,40657,1.9
NSW,315,McMahon,36256,SALIBA,Marie,2,N,N,UAPP,United Australia Party,6610,336,46,188,543,7723,5.21
NSW,315,McMahon,37557,FORD,Scott,3,N,N,ON,Pauline Hanson's One Nation,3482,239,18,155,718,4612,-2.81
NSW,315,McMahon,37172,SINGHA,Vivek,4,N,N,LP,Liberal,19095,731,62,606,3512,24006,-4.98
NSW,315,McMahon,36314,O'NEILL,Astrid,5,N,N,GRN,The Greens,3784,356,36,192,554,4922,0.87
NSW,315,McMahon,36743,SHAMSABAD,Cameron,6,N,N,LDP,Liberal Democrats,2372,147,12,68,223,2822,3.33
NSW,315,McMahon,999,Informal,Informal,999,N,N,,Informal,8812,454,70,200,521,10057,-1.47
NSW,134,Mitchell,37595,MEAD,Clinton,1,N,N,LDP,Liberal Democrats,2807,219,11,191,480,3708,3.43
NSW,134,Mitchell,37208,DANIEL,Linda,2,N,N,UAPP,United Australia Party,3098,200,16,178,424,3916,0.88
NSW,134,Mitchell,36350,COX,Matt,3,N,N,GRN,The Greens,10262,536,47,460,1491,12796,3.76
NSW,134,Mitchell,36822,SELVARAJ,Immanuel,4,N,N,ALP,Labor,22190,883,90,1063,3371,27597,1.57
NSW,134,Mitchell,37531,McKENZIE,Donald,5,N,N,ON,Pauline Hanson's One Nation,2374,191,13,151,529,3258,3.01
NSW,134,Mitchell,37174,HAWKE,Alex,6,Y,Y,LP,Liberal,45342,1418,130,1611,8417,56918,-9.44
NSW,134,Mitchell,999,Informal,Informal,999,N,N,,Informal,3871,257,20,104,559,4811,-0.78
NSW,135,New England,36655,SAMIOS,Pavlo,1,N,N,LDP,Liberal Democrats,2587,131,8,206,242,3174,3.26
NSW,135,New England,36290,DUNCAN,Cindy Anne,2,N,N,UAPP,United Australia Party,2187,98,7,84,169,2545,-1.96
NSW,135,New England,33409,LEDGER,Natasha,3,N,N,IND,Independent,2292,71,7,104,234,2708,-0.38
NSW,135,New England,36335,JOYCE,Barnaby,4,Y,Y,NP,The Nationals,44746,795,93,1213,4189,51036,-2.35
NSW,135,New England,37722,SHARPHAM,Matt,5,N,N,IND,Independent,6993,94,17,115,440,7659,7.87
NSW,135,New England,37532,THOMAS,Richard,6,N,N,ON,Pauline Hanson's One Nation,3839,133,16,162,420,4570,4.7
NSW,135,New England,36326,SPARKS,Carol,7,N,N,GRN,The Greens,6435,194,19,297,579,7524,3.31
NSW,135,New England,36918,HUGHES,Laura,8,N,N,ALP,Labor,15828,364,34,549,1281,18056,5.81
NSW,135,New England,999,Informal,Informal,999,N,N,,Informal,5951,122,21,124,276,6494,-0.56
NSW,136,Newcastle,37719,PYWELL,Garth,1,N,N,CYA,Australian Federation Party,909,42,5,49,97,1102,1.04
NSW,136,Newcastle,36355,McCABE,Charlotte,2,N,N,GRN,The Greens,18005,685,70,789,1646,21195,4.51
NSW,136,Newcastle,36285,COOK,Amanda,3,N,N,UAPP,United Australia Party,2056,131,3,104,223,2517,-0.99
NSW,136,Newcastle,36804,CLAYDON,Sharon,4,Y,Y,ALP,Labor,38451,1096,135,1301,5568,46551,-1.66
NSW,136,Newcastle,36402,HUSSEY,William,5,N,N,IMO,Informed Medical Options Party,906,55,1,48,130,1140,1.08
NSW,136,Newcastle,37181,WARK,Katrina,6,N,N,LP,Liberal,20988,532,44,903,3349,25816,-4.77
NSW,136,Newcastle,37546,WATSON,Mark James,7,N,N,ON,Pauline Hanson's One Nation,3873,172,21,223,468,4757,4.5
NSW,136,Newcastle,36399,BROLLO,Emily,8,N,N,AJP,Animal Justice Party,2011,113,12,102,311,2549,-0.79
NSW,136,Newcastle,999,Informal,Informal,999,N,N,,Informal,5154,201,28,176,479,6038,-0.1
NSW,137,North Sydney,37633,BOURKE,William,1,N,N,SPP,Sustainable Australia Party - Stop Overdevelopment / Corruption,805,51,6,59,242,1163,-0.69
NSW,137,North Sydney,36286,NALBANDIAN,Robert,2,N,N,UAPP,United Australia Party,1350,82,8,84,206,1730,0.49
NSW,137,North Sydney,36367,ARMSTRONG,Heather,3,N,N,GRN,The Greens,6210,426,34,423,1215,8308,-5.07
NSW,137,North Sydney,36248,KLINE,Victor,4,N,N,TNL,TNL,662,11,2,19,192,886,0.91
NSW,137,North Sydney,36405,KINNEY,Lesley,5,N,N,IMO,Informed Medical Options Party,377,22,2,26,64,491,0.51
NSW,137,North Sydney,36854,TINKLER,Dajen,6,N,N,LDP,Liberal Democrats,850,57,3,49,164,1123,1.16
NSW,137,North Sydney,37166,ZIMMERMAN,Trent,7,N,Y,LP,Liberal,28346,888,84,994,6644,36956,-13.91
NSW,137,North Sydney,37452,TINK,Kylea Jane,8,Y,N,IND,Independent,19726,443,36,560,3712,24477,25.2
NSW,137,North Sydney,37541,WALLS,Michael,9,N,N,ON,Pauline Hanson's One Nation,820,55,0,58,216,1149,1.18
NSW,137,North Sydney,36926,RENSHAW,Catherine,10,N,N,ALP,Labor,16573,563,73,694,2932,20835,-3.63
NSW,137,North Sydney,999,Informal,Informal,999,N,N,,Informal,4111,193,19,128,687,5138,0.98
NSW,138,Page,36647,SEARLES,Thomas,1,N,N,LDP,Liberal Democrats,3165,134,10,217,370,3896,3.73
NSW,138,Page,37828,PIKE,Donna,2,N,N,ON,Pauline Hanson's One Nation,4710,175,14,189,533,5621,5.38
NSW,138,Page,36365,MILLER,Kashmir,3,N,N,GRN,The Greens,7261,366,33,440,763,8863,-3.2
NSW,138,Page,37459,SMITH,Heather Mary,4,N,N,CYA,Australian Federation Party,727,16,5,25,43,816,0.78
NSW,138,Page,36935,DEEGAN,Patrick,5,N,N,ALP,Labor,16733,378,51,636,1733,19531,-7.68
NSW,138,Page,36760,DUROUX,Brett Rodney,6,N,N,IAP,Indigenous - Aboriginal Party of Australia,1415,96,10,82,130,1733,1.66
NSW,138,Page,36304,WILLIAMSON,Ian,7,N,N,UAPP,United Australia Party,2140,56,4,71,160,2431,-0.88
NSW,138,Page,36316,HOGAN,Kevin,8,Y,Y,NP,The Nationals,41693,552,51,1131,4274,47701,-4.01
NSW,138,Page,37568,LUKE,Hanabeth,9,N,N,IND,Independent,12100,267,31,297,1039,13734,13.13
NSW,138,Page,36255,KILLINGBECK,Serge,10,N,N,TNL,TNL,184,12,0,13,34,243,0.23
NSW,138,Page,999,Informal,Informal,999,N,N,,Informal,7101,184,21,202,331,7839,2.22
NSW,139,Parkes,36747,HARDMAN,Derek,1,N,N,IAP,Indigenous - Aboriginal Party of Australia,3924,175,27,167,173,4466,5.01
NSW,139,Parkes,36696,ROTHWELL,Peter,2,N,N,LDP,Liberal Democrats,4670,219,20,376,438,5723,-1.64
NSW,139,Parkes,37497,SWINBOURN,Deborah,3,N,N,ON,Pauline Hanson's One Nation,5614,177,19,256,596,6662,7.48
NSW,139,Parkes,36363,COULTON,Mark,4,Y,Y,NP,The Nationals,37418,768,79,1441,4225,43931,-1.44
NSW,139,Parkes,36272,VAN DER STEEN,Petrus,5,N,N,UAPP,United Australia Party,2003,77,6,120,166,2372,-3.63
NSW,139,Parkes,36058,HOWE,Stuart,6,N,N,IND,Independent,1786,72,7,98,228,2191,2.46
NSW,139,Parkes,36798,AYOUB,Jack,7,N,N,ALP,Labor,15845,357,55,608,1144,18009,-3.34
NSW,139,Parkes,36315,FRAIL,Trish,8,N,N,GRN,The Greens,3500,168,16,211,319,4214,0.56
NSW,139,Parkes,36400,FOX,Benjamin,9,N,N,IMO,Informed Medical Options Party,1299,44,4,53,112,1512,1.7
NSW,139,Parkes,999,Informal,Informal,999,N,N,,Informal,6762,154,26,191,288,7421,1.83
NSW,140,Parramatta,36398,LAXMANALAL,Rohan,1,N,N,AJP,Animal Justice Party,1769,162,19,91,356,2397,2.84
NSW,140,Parramatta,37177,KOVACIC,Maria,2,N,N,LP,Liberal,22516,976,116,790,5094,29492,-6.28
NSW,140,Parramatta,37510,FREEMAN,Heather,3,N,N,ON,Pauline Hanson's One Nation,1357,138,8,92,416,2011,2.39
NSW,140,Parramatta,36649,TAZEWELL,Liza,4,N,N,LDP,Liberal Democrats,953,85,6,49,217,1310,1.55
NSW,140,Parramatta,36262,FAYAD,Julian,5,N,N,UAPP,United Australia Party,3457,220,28,129,435,4269,2.49
NSW,140,Parramatta,36357,BRADLEY,Phil,6,N,N,GRN,The Greens,5737,392,30,278,1109,7546,1.72
NSW,140,Parramatta,36800,CHARLTON,Andrew,7,Y,N,ALP,Labor,26858,1237,172,916,5075,34258,-4.42
NSW,140,Parramatta,36406,CHRISTOU,Steve,8,N,N,IND,Independent,2290,130,14,83,465,2982,3.54
NSW,140,Parramatta,999,Informal,Informal,999,N,N,,Informal,6791,495,69,216,688,8259,0.56
NSW,249,Paterson,37523,TURNER,Neil,1,N,N,ON,Pauline Hanson's One Nation,7813,370,37,309,834,9363,-6.01
NSW,249,Paterson,37175,VITNELL,Brooke,2,N,N,LP,Liberal,35765,662,53,983,4679,42142,4.16
NSW,249,Paterson,36910,SWANSON,Meryl,3,Y,Y,ALP,Labor,39939,900,104,906,4876,46725,-0.41
NSW,249,Paterson,36404,KETAS,Angela,4,N,N,IMO,Informed Medical Options Party,1587,55,13,53,175,1883,1.64
NSW,249,Paterson,36302,IHLEIN,Louise,5,N,N,GRN,The Greens,7199,338,30,296,814,8677,0.65
NSW,249,Paterson,36652,BAILEY,Sonia,6,N,N,LDP,Liberal Democrats,1349,62,2,53,155,1621,1.41
NSW,249,Paterson,36283,OLBOURNE,Jason Mark,7,N,N,UAPP,United Australia Party,3802,165,17,137,353,4474,0.28
NSW,249,Paterson,999,Informal,Informal,999,N,N,,Informal,5450,186,14,98,394,6142,-0.78
NSW,144,Reid,36917,SITOU,Sally,1,Y,N,ALP,Labor,31851,1068,153,1644,6052,40768,4.4
NSW,144,Reid,37144,KHALILI-NAGHADEH,Sahar,2,N,N,SOPA,"FUSION: Science, Pirate, Secular, Climate Emergency",1125,64,6,81,277,1553,1.59
NSW,144,Reid,37537,WALTERS,Edward,3,N,N,ON,Pauline Hanson's One Nation,1441,101,9,100,346,1997,2.04
NSW,144,Reid,37564,BAINI,Natalie,4,N,N,IND,Independent,2204,103,14,137,536,2994,3.06
NSW,144,Reid,36643,CAMERON,Andrew,5,N,N,LDP,Liberal Democrats,1324,118,5,147,230,1824,1.86
NSW,144,Reid,37155,MARTIN,Fiona,6,N,Y,LP,Liberal,28604,902,96,1435,6089,37126,-10.43
NSW,144,Reid,36252,DAOUD,Jamal,7,N,N,UAPP,United Australia Party,1914,143,16,136,321,2530,0.66
NSW,144,Reid,36306,JAGO,Charles,8,N,N,GRN,The Greens,6842,451,35,471,1385,9184,1.29
NSW,144,Reid,999,Informal,Informal,999,N,N,,Informal,5513,265,45,232,745,6800,0.36
NSW,145,Richmond,37823,SHARPLES,Terry Patrick,1,N,N,IND,Independent,1022,30,5,102,115,1274,1.28
NSW,145,Richmond,37721,JONES,Nathan,2,N,N,IND,Independent,1634,25,4,72,239,1974,1.98
NSW,145,Richmond,36408,SHEPHERD,Monica,3,N,N,IMO,Informed Medical Options Party,1859,48,9,95,260,2271,1.1
NSW,145,Richmond,37813,WARTH,David,4,N,N,IND,Independent,2068,45,14,70,144,2341,2.35
NSW,145,Richmond,36648,BIGGS,Gary,5,N,N,LDP,Liberal Democrats,6090,119,21,444,1007,7681,7.7
NSW,145,Richmond,36802,ELLIOT,Justine,6,Y,Y,ALP,Labor,23776,301,53,1079,3524,28733,-2.91
NSW,145,Richmond,36351,HONE,Kimberly,7,N,N,NP,The Nationals,20138,129,19,568,2445,23299,-13.51
NSW,145,Richmond,37831,BELL-HENSELIN,Tracey,8,N,N,ON,Pauline Hanson's One Nation,3278,70,17,191,517,4073,4.08
NSW,145,Richmond,36361,NOLAN,Mandy,9,N,N,GRN,The Greens,21265,464,86,1174,2227,25216,4.95
NSW,145,Richmond,37084,MARKS,Robert James,10,N,N,UAPP,United Australia Party,2416,52,11,142,301,2922,-0.97
NSW,145,Richmond,999,Informal,Informal,999,N,N,,Informal,6545,88,25,259,507,7424,-0.52
NSW,250,Riverina,37520,ORCHARD,Richard,1,N,N,ON,Pauline Hanson's One Nation,6991,214,10,262,565,8042,8.15
NSW,250,Riverina,36807,JEFFRESON,Mark,2,N,N,ALP,Labor,17853,389,12,622,1317,20193,-2.69
NSW,250,Riverina,36394,MARTELOZZO,Daniel,3,N,N,UAPP,United Australia Party,2274,74,1,100,136,2585,-8.09
NSW,250,Riverina,37322,KARAITIANA,Steve,4,N,N,ASP,"Shooters, Fishers and Farmers Party",5445,229,7,225,374,6280,6.37
NSW,250,Riverina,36324,McCORMACK,Michael,5,Y,Y,NP,The Nationals,40946,632,30,1052,3291,45951,-13.36
NSW,250,Riverina,36700,CIAVARELLA,Darren,6,N,N,IND,Independent,2289,56,0,122,234,2701,2.74
NSW,250,Riverina,36653,McCRAE,Dean,7,N,N,LDP,Liberal Democrats,5593,188,10,368,404,6563,6.65
NSW,250,Riverina,36313,ORGAN,Michael,8,N,N,GRN,The Greens,5366,186,8,334,455,6349,0.23
NSW,250,Riverina,999,Informal,Informal,999,N,N,,Informal,7160,198,5,163,268,7794,2.16
NSW,146,Robertson,37157,MURPHY,Patrick,1,N,N,AJP,Animal Justice Party,1553,103,5,75,213,1949,-0.05
NSW,146,Robertson,36801,REID,Gordon,2,Y,N,ALP,Labor,30440,781,97,966,3947,36231,3.56
NSW,146,Robertson,36683,BORTHWICK,Paul,3,N,N,CEC,Citizens Party,202,14,1,14,41,272,0.28
NSW,146,Robertson,37154,WICKS,Lucy,4,N,Y,LP,Liberal,31098,825,71,1090,5364,38448,-6.9
NSW,146,Robertson,36275,MURRAY,Barbara-Jane,5,N,N,UAPP,United Australia Party,2343,126,10,94,219,2792,0.09
NSW,146,Robertson,36848,LOGAN,Bentley,6,N,N,LDP,Liberal Democrats,580,47,2,32,75,736,0.76
NSW,146,Robertson,36745,LAWSON,Jeffrey Wayne,7,N,N,IAP,Indigenous - Aboriginal Party of Australia,881,65,6,58,117,1127,1.17
NSW,146,Robertson,37529,O'GRADY,Billy,8,N,N,ON,Pauline Hanson's One Nation,3006,162,21,148,342,3679,3.82
NSW,146,Robertson,36847,MASON,Kate,9,N,N,IMO,Informed Medical Options Party,947,38,2,30,97,1114,1.16
NSW,146,Robertson,37760,HAFNER,Alexandra,10,N,N,CYA,Australian Federation Party,166,8,3,9,34,220,0.23
NSW,146,Robertson,36340,McGRATH,Shelly,11,N,N,GRN,The Greens,7834,416,41,435,916,9642,2.11
NSW,146,Robertson,999,Informal,Informal,999,N,N,,Informal,5342,261,11,201,459,6274,-1.12
NSW,148,Shortland,36395,ROBERTS,Bree Suzanne,1,N,N,AJP,Animal Justice Party,2308,186,15,112,358,2979,-0.63
NSW,148,Shortland,36866,PAYNTER,Basil,2,N,N,IND,Independent,2040,98,5,96,315,2554,2.55
NSW,148,Shortland,36641,REED,Barry,3,N,N,LDP,Liberal Democrats,2474,94,4,87,325,2984,2.98
NSW,148,Shortland,37156,McGILL,Nell,4,N,N,LP,Liberal,26220,591,71,927,4406,32215,-5.25
NSW,148,Shortland,36806,CONROY,Pat,5,Y,Y,ALP,Labor,32870,1061,103,1025,5076,40135,-1.11
NSW,148,Shortland,36353,MAXWELL,Kenneth John,6,N,N,UAPP,United Australia Party,2569,186,10,114,246,3125,-1.41
NSW,148,Shortland,36309,GRIERSON,Kim,7,N,N,GRN,The Greens,8230,447,25,312,896,9910,1.62
NSW,148,Shortland,37540,KING,Quintin,8,N,N,ON,Pauline Hanson's One Nation,5218,271,21,242,645,6397,6.38
NSW,148,Shortland,999,Informal,Informal,999,N,N,,Informal,5595,241,24,173,434,6467,-0.35
NSW,149,Sydney,37447,CHUTER,Andrew,1,N,N,SAL,Socialist Alliance,1171,86,14,93,154,1518,1.47
NSW,149,Sydney,36805,PLIBERSEK,Tanya,2,Y,Y,ALP,Labor,40348,2141,217,2775,6929,52410,1.41
NSW,149,Sydney,37562,FERGUSON,Ben,3,N,N,ON,Pauline Hanson's One Nation,1366,115,7,154,247,1889,1.83
NSW,149,Sydney,36308,SAHAI,Chetan,4,N,N,GRN,The Greens,18455,1226,121,1260,2670,23732,4.94
NSW,149,Sydney,36692,ZHOU,Wen,5,N,N,CEC,Citizens Party,709,64,4,70,155,1002,0.97
NSW,149,Sydney,36688,McALISTER,Ryan,6,N,N,UAPP,United Australia Party,1689,173,8,193,235,2298,0.79
NSW,149,Sydney,37153,ANDRUSKA,Alexander,7,N,N,LP,Liberal,15064,967,63,1274,2908,20276,-6.95
NSW,149,Sydney,999,Informal,Informal,999,N,N,,Informal,2663,213,12,149,462,3499,-0.53
NSW,151,Warringah,37516,TRIPP,Steven,1,N,N,ON,Pauline Hanson's One Nation,1546,115,6,103,210,1980,2.12
NSW,151,Warringah,32467,STEGGALL,Zali,2,Y,Y,IND,Independent,34212,1077,84,1226,5233,41832,1.36
NSW,151,Warringah,36271,ROBERTSON,Andrew Colin,3,N,N,UAPP,United Australia Party,1804,123,12,81,182,2202,1.68
NSW,151,Warringah,36675,GLANVILLE,Kristyn,4,N,N,GRN,The Greens,5491,400,24,354,641,6910,1.27
NSW,151,Warringah,37159,DEVES,Katherine,5,N,N,LP,Liberal,25352,783,69,911,4014,31129,-5.66
NSW,151,Warringah,36808,MICKLEBURGH,David,6,N,N,ALP,Labor,6272,351,28,304,851,7806,1.75
NSW,151,Warringah,36396,PATERSON,Kate,7,N,N,AJP,Animal Justice Party,1150,70,6,59,190,1475,0.18
NSW,151,Warringah,999,Informal,Informal,999,N,N,,Informal,2315,113,4,88,309,2829,-2.11
NSW,251,Watson,37056,AKTER,Sazeda,1,N,N,LP,Liberal,18095,880,81,529,3174,22759,-2.85
NSW,251,Watson,36257,KOUKOULIS,John,2,N,N,UAPP,United Australia Party,5178,319,30,143,456,6126,2.94
NSW,251,Watson,36809,BURKE,Tony,3,Y,Y,ALP,Labor,36932,1555,199,921,4857,44464,0.18
NSW,251,Watson,37524,JORGENSEN,Alan,4,N,N,ON,Pauline Hanson's One Nation,3328,195,14,103,538,4178,4.87
NSW,251,Watson,36366,SCHOTT,Bradley,5,N,N,GRN,The Greens,6487,501,39,249,924,8200,2.47
NSW,251,Watson,999,Informal,Informal,999,N,N,,Informal,8199,337,45,113,551,9245,-2.88
NSW,152,Wentworth,37010,MURRAY,Tim,1,N,N,ALP,Labor,7489,377,31,487,1270,9654,-0.09
NSW,152,Wentworth,37527,FISHER,Dean,2,N,N,ON,Pauline Hanson's One Nation,661,50,4,58,122,895,1.01
NSW,152,Wentworth,36685,KANAK,Dominic WY,3,N,N,GRN,The Greens,5692,397,31,455,835,7410,0.8
NSW,152,Wentworth,36266,DUMER,Natalie,4,N,N,UAPP,United Australia Party,1464,79,9,80,181,1813,1.34
NSW,152,Wentworth,37451,SPENDER,Allegra,5,Y,N,IND,Independent,26168,698,86,935,3923,31810,35.77
NSW,152,Wentworth,36656,LEWKOVITZ,Daniel,6,N,N,LDP,Liberal Democrats,1044,46,8,52,196,1346,1.51
NSW,152,Wentworth,37051,SHARMA,Dave,7,N,Y,LP,Liberal,27742,721,85,926,6521,35995,-6.96
NSW,152,Wentworth,999,Informal,Informal,999,N,N,,Informal,1769,95,6,65,342,2277,-0.49
NSW,153,Werriwa,36665,TEY,Victor,1,N,N,LDP,Liberal Democrats,7278,376,47,643,634,8978,8.92
NSW,153,Werriwa,36250,NIKOLIC,Tony Mark,2,N,N,UAPP,United Australia Party,7299,400,30,483,601,8813,4.56
NSW,153,Werriwa,36810,STANLEY,Anne Maree,3,Y,Y,ALP,Labor,31635,1241,179,2447,4606,40108,-7.9
NSW,153,Werriwa,36374,SHUKLA,Apurva,4,N,N,GRN,The Greens,5324,363,27,401,657,6772,1.36
NSW,153,Werriwa,37050,KAYAL,Sam,5,N,N,LP,Liberal,25056,803,102,1580,3323,30864,-4.6
NSW,153,Werriwa,37522,BOOKE,Adam Paul,6,N,N,ON,Pauline Hanson's One Nation,3866,253,13,298,666,5096,5.06
NSW,153,Werriwa,999,Informal,Informal,999,N,N,,Informal,9505,356,54,452,595,10962,-1.75
NSW,150,Whitlam,36811,JONES,Stephen,1,Y,Y,ALP,Labor,43330,941,120,1057,3770,49218,-3.79
NSW,150,Whitlam,36645,WHEELER,Michael,2,N,N,LDP,Liberal Democrats,3535,123,7,116,281,4062,3.72
NSW,150,Whitlam,37536,HUGHES,Colin,3,N,N,ON,Pauline Hanson's One Nation,6466,247,11,228,591,7543,6.9
NSW,150,Whitlam,37055,CAINS,Mike,4,N,N,LP,Liberal,26981,508,71,768,2521,30849,2.75
NSW,150,Whitlam,36299,WODE,Allan,5,N,N,UAPP,United Australia Party,5243,195,24,155,269,5886,-3.46
NSW,150,Whitlam,36311,DIXON,Jamie,6,N,N,GRN,The Greens,10073,459,39,361,847,11779,1.56
NSW,150,Whitlam,999,Informal,Informal,999,N,N,,Informal,5093,152,18,92,282,5637,-2.35
NT,306,Lingiari,36968,RYAN,Damien,1,N,N,CLP,NT CLP,13974,250,58,633,978,15893,-2.22
NT,306,Lingiari,36457,McFARLAND,Blair,2,N,N,GRN,The Greens,4314,129,11,312,252,5018,2.71
NT,306,Lingiari,37585,LEE,Thong Sum,3,N,N,CEC,Citizens Party,435,16,1,23,22,497,1.08
NT,306,Lingiari,37142,MCLEOD,Allan,4,N,N,UAPP,United Australia Party,1647,52,15,105,63,1882,1.29
NT,306,Lingiari,37286,SCRYMGOUR,Marion,5,Y,N,ALP,A.L.P.,15367,250,128,531,471,16747,-8.24
NT,306,Lingiari,36987,GRAVENER,Michael Setford,6,N,N,IND,Independent,816,26,2,57,47,948,2.07
NT,306,Lingiari,37808,ADAMSON AGARS,Imelda,7,N,N,IND,Independent,340,12,1,30,26,409,0.89
NT,306,Lingiari,37433,GALLARD,Tim,8,N,N,ON,Pauline Hanson's One Nation,2106,55,3,151,155,2470,5.39
NT,306,Lingiari,37429,KASPAREK,George,9,N,N,LDP,Liberal Democrats,1579,56,5,187,121,1948,4.25
NT,306,Lingiari,999,Informal,Informal,999,N,N,,Informal,3350,69,30,113,85,3647,2.32
NT,307,Solomon,37426,BONANNI,Kylie,1,N,N,LDP,Liberal Democrats,4852,122,12,465,388,5839,10.59
NT,307,Solomon,36459,GOODRICH CARTTLING,Aiya,2,N,N,GRN,The Greens,6866,166,15,549,568,8164,2.97
NT,307,Solomon,37280,GOSLING,Luke,3,Y,Y,ALP,A.L.P.,18891,377,63,1129,1315,21775,-0.54
NT,307,Solomon,36937,MACFARLANE,Tina,4,N,N,CLP,NT CLP,11989,202,25,587,968,13771,-13.07
NT,307,Solomon,37437,LOHSE,Emily,5,N,N,ON,Pauline Hanson's One Nation,2415,67,10,264,192,2948,5.35
NT,307,Solomon,37146,SELFE,Tayla Elise,6,N,N,UAPP,United Australia Party,2265,67,10,182,104,2628,1.9
NT,307,Solomon,999,Informal,Informal,999,N,N,,Informal,1777,54,5,79,96,2011,-0.85
QLD,304,Blair,37332,MUTTON,Danielle,1,N,N,GRN,Queensland Greens,9765,686,71,654,1937,13113,3.9
QLD,304,Blair,37309,JAQUES,Michelle,2,N,N,LDP,Liberal Democrats,2234,144,12,195,495,3080,2.95
QLD,304,Blair,35963,CUNNINGHAM,Quinton Stewart,3,N,N,UAPP,United Australia Party,4859,246,23,271,954,6353,2.69
QLD,304,Blair,38212,SUDUK,Liz,4,N,N,ON,Pauline Hanson's One Nation,7681,394,34,423,1887,10419,-6.81
QLD,304,Blair,37216,NEUMANN,Shayne,5,Y,Y,ALP,Australian Labor Party,27323,904,138,1288,6841,36494,3.75
QLD,304,Blair,37377,PITMAN,Maria,6,N,N,AUVA,Australian Values Party,1518,72,5,86,422,2103,2.02
QLD,304,Blair,37192,LOWERY,Angela,7,N,N,AJP,Animal Justice Party,1738,108,15,104,598,2563,2.46
QLD,304,Blair,37469,BIGGINS,Sam,8,N,N,LNP,Liberal National Party of Queensland,21886,676,83,1143,6334,30122,-0.14
QLD,304,Blair,999,Informal,Informal,999,N,N,,Informal,4800,243,37,156,596,5832,-2.19
QLD,310,Bonner,37472,VASTA,Ross,1,Y,Y,LNP,Liberal National Party of Queensland,30196,1119,74,939,10863,43191,-4.67
QLD,310,Bonner,38215,NEIL,Amanda,2,N,N,ON,Pauline Hanson's One Nation,4074,254,18,154,871,5371,1.57
QLD,310,Bonner,35965,DIKLICH,Serge,3,N,N,UAPP,United Australia Party,2365,181,18,117,496,3177,0.76
